DRE;CODESC;TIPOESC;NOMESC;DIRETORIA;SUBPREF;CEU;ENDERECO;NUMERO;BAIRRO;CEP;TEL1;TEL2;FAX;SITUACAO;CODDIST;DISTRITO;SETOR;CODINEP;CODCIE;EH;DT_CRIACAO;ATO_CRIACAO;DOM_CRIACAO;DT_INI_FUNC;DT_AUTORIZA;NOME_ANT;T2D3D;T2D3D16;T2D3D15;T2D3D14;T2D3D13;T2D3D12;T2D3D11;T2D3D10;T2D3D09;T2D3D08;T2D3D07;DTURNOS;DTURNOS16;DTURNOS15;DTURNOS14;DTURNOS13;DTURNOS12;DTURNOS11;DTURNOS10;DTURNOS09;DTURNOS08;DTURNOS07;LATITUDE;LONGITUDE;REDE;DATABASE
SM;400795;CEI INDIR;PARQUE DOS BANCARIOS;SAO MATEUS;SAPOPEMBA;;RUA JOSÉ GABRIEL NUNEZ;S/N;PARQUE DOS BANCÁRIOS;03923110;26944510;;;Ativa;76;SAPOPEMBA;7602;35569033;569033;;03/06/2014;55173;02/06/2014;;;;2D;2D;;;;;;;;;;INTEGR;INTEGR;INTEGR;;;;;;;;;-23594105;-46509509;CON;30/04/2017
CL;400796;CEI INDIR;MANGA ROSA;CAMPO LIMPO;M'BOI MIRIM;;RUA JOSÉ MANOEL CAMISA NOVA;550;PARQUE SANTO ANTÔNIO;05822015;55184332;;;Ativa;46;JARDIM SAO LUIS;4603;35563122;563122;;07/06/2014;201401214157;30/05/2014;;;;2D;2D;;;;;;;;;;INTEGR;INTEGR;INTEGR;INTEGR;;;;;;;;-23664280;-46746800;CON;30/04/2017
G;400797;CEI INDIR;SANTA RITA;GUAIANASES;CIDADE TIRADENTES;;RUA EDSON DANILLO DOTTO;S/N;CONJUNTO HABITACIONAL SANTA ETELVINA II;08485280;25165745;;;Ativa;25;CIDADE TIRADENTES;2504;35576657;576657;;22/05/2015;56125;21/05/2015;;;CIDADE TIRADENTES IV;2D;2D;;;;;;;;;;INTEGR;INTEGR;INTEGR;;;;;;;;;-23590993;-46411445;CON;30/04/2017
PE;400798;CEI INDIR;WENCESLAU GUIMARAES;PENHA;ERMELINO MATARAZZO;;RUA WENCESLAU GUIMARÃES;521;PARQUE CÍSPER;03823000;25453816;;;Ativa;28;ERMELINO MATARAZZO;2802;35566366;566366;;15/10/2014;201401962552;02/10/2014;10/11/2014;03/12/2015;;2D;2D;;;;;;;;;;INTEGR;INTEGR;INTEGR;;;;;;;;;-23489398;-46493291;CON;30/04/2017
MP;400799;CEI INDIR;CONJUNTO HABITACIONAL SAO MIGUEL;SAO MIGUEL;ITAIM PAULISTA;;RUA BARÃO DE ALMEIDA GALEÃO;500;ITAIM PAULISTA;08131315;25678352;;;Ativa;36;ITAIM PAULISTA;3610;35565714;565714;;20/10/2014;201402639453;20/10/2014;24/11/2014;24/10/2015;;2D;2D;;;;;;;;;;INTEGR;INTEGR;INTEGR;;;;;;;;;-23505211;-46372653;CON;30/04/2017
PE;400801;CEI INDIR;RITA DE CASSIA SOBRAL LAZER, PROFA;PENHA;PENHA;;AVENIDA CANGAÍBA;4500;CANGAÍBA;03712000;23651219;;;Ativa;18;CANGAIBA;1802;35578460;578460;;29/05/2015;201501029424;29/05/2015;;30/12/2015;;2D;2D;;;;;;;;;;INTEGR;INTEGR;INTEGR;;;;;;;;;-23505046;-46511149;CON;30/04/2017
CL;400802;CEI INDIR;GUARAPIRANGA I;CAMPO LIMPO;M'BOI MIRIM;;AVENIDA GUARAPIRANGA;1800;VILA SOCORRO;04762001;;;;Criada;46;JARDIM SAO LUIS;4602;;;161072267000000;04/07/2015;56236;03/07/2015;;;;;;;;;;;;;;;;;;;;;;;;;;-23667332;-46731269;CON;30/04/2017
CL;400805;CEI INDIR;ANDAGUACU;CAMPO LIMPO;CAMPO LIMPO;;RUA EUSÉBIO DE MATOS;S/N;VILA RICA;05760050;;;;Criada;17;CAMPO LIMPO;1701;;;;14/10/2015;56502;13/10/2015;;;;;;;;;;;;;;;;;;;;;;;;;;-23631367;-46768233;CON;30/04/2017
BT;400806;CEI INDIR;CHACARA DO JOCKEY;BUTANTA;BUTANTA;;AVENIDA PIRAJUSSARA;4483;INSTITUTO DE PREVIDÊNCIA;05534000;37514126;;;Ativa;94;VILA SONIA;9402;35583194;583194;;22/12/2015;201503230526;22/12/2015;;07/10/2016;;2D;2D;;;;;;;;;;INTEGR;INTEGR;;;;;;;;;;-23600280;-46747442;CON;30/04/2017
MP;400807;CEI INDIR;VENTURA BRANCO;SAO MIGUEL;SAO MIGUEL;;RUA JAPICHAUA;S/N;JARDIM MATARAZZO;03813310;25458683;;;Ativa;87;VILA JACUI;8701;35582207;582207;;18/12/2015;201503303531;18/12/2015;;;;2D;2D;;;;;;;;;;INTEGR;INTEGR;;;;;;;;;;-23481822;-46470641;CON;30/04/2017
BT;400808;CEI INDIR;SAO BENEDITO;BUTANTA;BUTANTA;;RUA LÍCIO MARCONDES DO AMARAL;513;VILA PROGREDIOR;05616100;37424090;;;Ativa;54;MORUMBI;5401;35583108;583108;;25/07/2015;201501767638;25/07/2015;;;;2D;2D;;;;;;;;;;INTEGR;INTEGR;;;;;;;;;;-23587932;-46722389;CON;30/04/2017
PJ;400809;CEI INDIR;SONHO NOSSO;PIRITUBA;PIRITUBA;;AVENIDA MENOTTI LAUDISIO;675;JARDIM CIDADE PIRITUBA;02945000;39743398;;;Ativa;63;PIRITUBA;6304;35583832;583832;;04/04/2016;201600454689;04/04/2016;;;;2D;2D;;;;;;;;;;INTEGR;INTEGR;;;;;;;;;;-23482340;-46724595;CON;30/04/2017
MP;400810;CEI INDIR;TAPAJOS;SAO MIGUEL;ITAIM PAULISTA;;RUA PAULO TAPAJÓS;S/N;ITAIM PAULISTA;08131360;;;;Ativa;36;ITAIM PAULISTA;3610;35586456;586456;;21/12/2015;201503366967;21/12/2015;;;;2D;2D;;;;;;;;;;INTEGR;INTEGR;;;;;;;;;;-23504048;-46374733;CON;30/04/2017
MP;400811;CEI INDIR;JACUI II;SAO MIGUEL;SAO MIGUEL;;AVENIDA SÃO MIGUEL;7290;VILA NORMA;08070002;;;;Ativa;87;VILA JACUI;8703;;;;18/12/2015;201503303213;18/12/2015;;;;2D;;;;;;;;;;;INTEGR;;;;;;;;;;;-23499006;-46466311;CON;30/04/2017
MP;400812;CEI INDIR;ANTONIO JOAO DE MEDEIROS;SAO MIGUEL;ITAIM PAULISTA;;RUA ANTÔNIO JOÃO DE MEDEIROS;S/N;ITAIM PAULISTA;08140060;;;;Criada;36;ITAIM PAULISTA;3608;;;;18/12/2015;201503270099;18/12/2015;;;;;;;;;;;;;;;;;;;;;;;;;;-23510658;-46397467;CON;30/04/2017
MP;400813;CEI INDIR;JORGE JONES;SAO MIGUEL;ITAIM PAULISTA;;RUA JORGE JONES;380;VILA CURUÇÁ;08030720;;;;Ativa;84;VILA CURUCA;8403;35004015;004015;;18/12/2015;201503254743;18/12/2015;;;;2D;;;;;;;;;;;INTEGR;;;;;;;;;;;-23505959;-46421227;CON;30/04/2017
CS;400814;CEI INDIR;JACOMO TATTO - JARDIM DAS CEREJEIRAS;CAPELA DO SOCORRO;CAPELA DO SOCORRO;;AVENIDA ORFEO PARAVENTE;S/N;JARDIM KIOTO;04832090;950372584;;;Ativa;23;CIDADE DUTRA;2308;35004105;004105;;21/09/2016;57322;20/09/2016;;;JARDIM KIOTO;2D;;;;;;;;;;;INTEGR;;;;;;;;;;;-23736817;-46716557;CON;30/04/2017
CS;400815;CEI INDIR;JARDIM SAO PEDRO I;CAPELA DO SOCORRO;CAPELA DO SOCORRO;;RUA FILODEMO;S/N;JARDIM SÃO PEDRO (ZONA SUL);04852303;;;;Criada;30;GRAJAU;3008;;;;21/09/2016;57324;20/09/2016;;;;;;;;;;;;;;;;;;;;;;;;;;-23762588;-46675177;CON;30/04/2017
CS;400816;CEI INDIR;JARDIM DO ALTO;CAPELA DO SOCORRO;CAPELA DO SOCORRO;;RUA ALICE DE SOUZA LIMA;150;JARDIM DO ALTO;04823470;;;;Criada;23;CIDADE DUTRA;2306;;;;21/09/2016;57323;20/09/2016;;;;;;;;;;;;;;;;;;;;;;;;;;-23723648;-46697030;CON;30/04/2017
MP;400817;CEI INDIR;ORMINDA PINTO;SAO MIGUEL;ITAIM PAULISTA;;RUA ORMINDA PINTO;275;VILA CONCEIÇÃO;08151200;;;;Ativa;84;VILA CURUCA;8408;35004130;004130;;12/12/2016;201601529267;12/12/2016;;;;2D;;;;;;;;;;;INTEGR;;;;;;;;;;;-23526233;-46404057;CON;30/04/2017
SM;400818;CEI INDIR;JARDIM TRES MARIAS I;SAO MATEUS;SAO MATEUS;;AVENIDA JOSÉ VELHO BARRETO;S/N;PARQUE COLONIAL;03968080;24765800;;;Ativa;73;SAO MATEUS;7302;35004149;004149;;09/11/2016;57439;08/11/2016;;;;2D;;;;;;;;;;;INTEGR;;;;;;;;;;;-23604454;-46471781;CON;30/04/2017
SM;400819;CEI INDIR;ARRAIAL DO TIJUCO;SAO MATEUS;SAO MATEUS;;RUA BERNARDO ANTUNES ROLIM;S/N;JARDIM DA LARANJEIRA (ZONA LESTE);08381010;22535298;;;Ativa;33;IGUATEMI;3304;35004156;004156;;09/11/2016;57438;08/11/2016;;;;2D;;;;;;;;;;;INTEGR;;;;;;;;;;;-23601781;-46433334;CON;30/04/2017
MP;400820;CEI INDIR;BALTAZAR SANTANA;SAO MIGUEL;SAO MIGUEL;;AVENIDA BALTAZAR SANTANA;S/N;JARDIM PLANALTO;08040420;;;;Ativa;87;VILA JACUI;8707;35004154;004154;;18/12/2015;201503303450;18/12/2015;;;;2D;;;;;;;;;;;INTEGR;;;;;;;;;;;-23508906;-46448004;CON;30/04/2017
SM;400821;CEI INDIR;ITAQUERA B;SAO MATEUS;SAPOPEMBA;;RUA AUGUSTIN LUBERTI;S/N;FAZENDA DA JUTA;03977409;;;;Criada;76;SAPOPEMBA;7601;35004125;004125;;11/11/2016;57442;10/11/2016;;;;;;;;;;;;;;;;;;;;;;;;;;-23614703;-46487884;CON;30/04/2017
MP;400822;CEI INDIR;JARDIM HELENA I;SAO MIGUEL;SAO MIGUEL;;RUA KUMAKI AOKI;1138;JARDIM HELENA;08090370;;;;Ativa;44;JARDIM HELENA;4402;35004111;004111;;01/12/2016;201602460961;01/12/2016;;;;2D;;;;;;;;;;;INTEGR;;;;;;;;;;;-23479243;-46418703;CON;30/04/2017
SA;400823;CEI INDIR;CIDADE AZUL;SANTO AMARO;JABAQUARA;;AVENIDA RODRIGUES MONTEMOR;395;CIDADE DOMITILA;04387002;;;;Criada;38;JABAQUARA;3805;35004173;004173;;27/12/2016;201602713614;27/12/2016;;;;;;;;;;;;;;;;;;;;;;;;;;-23662922;-46647860;CON;30/04/2017
IQ;400824;CEI INDIR;FRANCISCO PEREIRA SOBRINHO;ITAQUERA;ITAQUERA;;RUA CANÇÃO DO NOVO MUNDO;29;CONJUNTO RESIDENCIAL JOSÉ BONIFÁCIO;08257040;;;;Ativa;47;JOSE BONIFACIO;4703;35004174;004174;;01/12/2016;201601244408;01/12/2016;;;;2D;;;;;;;;;;;INTEGR;;;;;;;;;;;-23554266;-46431702;CON;30/04/2017
IQ;400825;CEI INDIR;PICOLO;ITAQUERA;ARICANDUVA/FORMOSA/CARRAO;;RUA TANGANICA;118;VILA FORMOSA;03359140;;;;Ativa;85;VILA FORMOSA;8503;35004180;004180;;28/12/2016;201602748493;28/12/2016;;;;2D;;;;;;;;;;;INTEGR;;;;;;;;;;;-23567558;-46545625;CON;30/04/2017
MP;400826;CEI INDIR;MANOEL RODRIGUES SANTIAGO;SAO MIGUEL;ITAIM PAULISTA;;RUA MANUEL RODRIGUES SANTIAGO;S/N;JARDIM LAURA;08142235;;;;Criada;36;ITAIM PAULISTA;3610;35004221;004221;;12/12/2016;201602519281;12/12/2016;;;;;;;;;;;;;;;;;;;;;;;;;;-23510834;-46377778;CON;30/04/2017
PJ;400827;CR.P.CONV;CEI LINDA INFANCIA;PIRITUBA;PIRITUBA;;RUA FRAGATA CONSTITUIÇÃO;774;PARQUE TAIPAS;02986080;59777039;;;Ativa;42;JARAGUA;4208;35004278;004278;;17/02/2017;201700171336;10/02/2017;;;;2D;;;;;;;;;;;INTEGR;;;;;;;;;;;-23429393;-46713144;CON;30/04/2017
PJ;400828;CR.P.CONV;FONTE DE LUZ;PIRITUBA;PIRITUBA;;RUA JOSÉ GENEROZO;73;PARQUE PANAMERICANO;02992160;;;;Ativa;42;JARAGUA;4207;35004363;004363;;17/02/2017;201700170810;10/02/2017;;;;2D;;;;;;;;;;;INTEGR;;;;;;;;;;;-23447527;-46725486;CON;30/04/2017
PJ;400829;CR.P.CONV;UNIVERSO DA CRIANCA;PIRITUBA;PIRITUBA;;RUA JACINTHO PEREIRA;437;PARQUE PANAMERICANO;02992130;39421053;39284731;;Ativa;42;JARAGUA;4207;35004362;004362;;17/02/2017;20170011;10/02/2017;;;;2D;;;;;;;;;;;INTEGR;;;;;;;;;;;-23450098;-46730431;CON;30/04/2017
MP;500355;MOVA;MOVA - ASS COMUNITARIA SANTA LUZIA UNID II MP;SAO MIGUEL;ITAIM PAULISTA;;RUA CONJUNTO DA PAZ;39;JARDIM MIRIAM;08142360;;;;Ativa;36;ITAIM PAULISTA;3608;;;;;;;;;ASS COMUNITARIA SANTA LUZIA UNID II IT;2D;;;;;;;;;;;TN;;;;;;;;;;;-23519919;-46389502;CON;30/04/2017
MP;500359;MOVA;ASS RAIOS DE LUZ UNID I IT;SAO MIGUEL;GUAIANASES;;RUA RAIOS DE JÚPITER;70;JARDIM CAMARGO NOVO;08142420;;;;Ativa;96;LAJEADO;9603;;;;;;;;;;2D;;;;;;;;;;;TN;;;;;;;;;;;-23522584;-46395456;CON;30/04/2017
G;500360;MOVA;CLUBE DE MAES DO CORACAO DE JESUS UNID I MP;GUAIANASES;GUAIANASES;;RUA DOUTOR JOSÉ PEREIRA GOMES;269;JARDIM DAS OLIVEIRAS;08111310;65683874;68528373;;Criada;96;LAJEADO;9603;;;;;;;;;CLUBE DE MAES DO CORACAO DE JESUS UNID I IT;;;;;;;;;;;;;;;;;;;;;;;-23492001;-46383603;CON;30/04/2017
PE;500362;MOVA;IBEAC-INSTITUTO BENEFICENTE EDUCACIONAL DE ACAO COMUNITARIA;PENHA;PENHA;;RUA CAREIRO;101;JARDIM DANFER;03758040;20381410;;;Criada;18;CANGAIBA;1802;;;;;;;;;INST BENEF PAULO SAMPAIO, INSPETOR UNID I PE;;;;;;;;;;;;;;;;;;;;;;;-23503377;-46502655;CON;30/04/2017
PE;500363;MOVA;ASS DE MUTUARIOS E MORADORES DA COHAB UNID I PE;PENHA;PENHA;;AVENIDA PADRE ESTANISLAU DE CAMPOS;379;CONJ HABIT PADRE MANOEL DA NOBREGA;03590060;27465733;27428193;;Ativa;05;ARTUR ALVIM;0502;;;;;;;;;ASS DE MUTUARIOS E MORADORES DA COHAB UNID I;2D;;;;;;;;;;;MTN;;;;;;;;;;;-23546312;-46481055;CON;30/04/2017
PE;500364;MOVA;CENT SOC PARQ STA LUZIA UNID I PE;PENHA;PENHA;;RUA DA PADROEIRA;83;JARDIM NORDESTE;03691130;20455000;;;Criada;18;CANGAIBA;1802;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-23534225;-46483659;CON;30/04/2017
CS;500367;MOVA;ASSOCIACAO COMUNITARIA JARDIM IDEAL UNID I CS;CAPELA DO SOCORRO;CAPELA DO SOCORRO;;RUA JOSÉ DIAS PAES;208;JARDIM EDI;04851003;59718623;;;Ativa;30;GRAJAU;3010;;;;;;;02/04/2008;;SOCIEDADE DE MORADORES DO JD IDEAL UNID I CS;2D;;;;;;;;;;;N;;;;;;;;;;;-23754117;-46672017;CON;30/04/2017
CS;500369;MOVA;ASS COMUNITARIA DO JARDIM IDEAL - UNID III;CAPELA DO SOCORRO;CAPELA DO SOCORRO;;RUA ALICE CÂNDIDA DA SILVEIRA;50;JARDIM BORBA GATO;04872050;59718623;;;Ativa;30;GRAJAU;3018;;;;;;;16/04/2013;;SOCIEDADE DE MORADORES DO JD IDEAL UNID III C;2D;;;;;;;;;;;N;;;;;;;;;;;-23801032;-46638973;CON;30/04/2017
CS;500371;MOVA;ASSOCIACAO COMUNITARIA DO JARDIM IDEAL - UNID V CS;CAPELA DO SOCORRO;CAPELA DO SOCORRO;;RUA AUGUSTO TEIXEIRA;46;PARQUE AMERICA;04841160;59718623;;;Ativa;30;GRAJAU;3001;;;;;;;16/09/2005;;SOCIEDADE DE MORADORES DO JD IDEAL UNID V CS;2D;;;;;;;;;;;TN;;;;;;;;;;;-23739061;-46686735;CON;30/04/2017
CS;500372;MOVA;ASSOCIACAO COMUNITARIA DO JARDIM IDEAL - UNID VI CS;CAPELA DO SOCORRO;PARELHEIROS;;AVENIDA SÃO PAULO;700;CIDADE LUZ;04877240;59718623;;;Ativa;55;PARELHEIROS;5513;;;;;;;16/10/2003;;SOCIEDADE DE MORADORES DO JD IDEAL UNID VI CS;2D;;;;;;;;;;;N;;;;;;;;;;;-23737130;-46664499;CON;30/04/2017
CS;500373;MOVA;ASSOCIACAO COMUNITARAIA DO JARDIM IDEAL - UNID VII CS;CAPELA DO SOCORRO;CAPELA DO SOCORRO;;ESTRADA CANAL DO COCAIA;1484;RESIDENCIAL COCAIA;04849030;59718623;;;Ativa;30;GRAJAU;3012;;;;;;;16/08/2005;;SOCIEDADE DE MORADORES DO JD IDEAL UNID VII C;2D;;;;;;;;;;;N;;;;;;;;;;;-23735910;-46665647;CON;30/04/2017
MP;500381;MOVA;ASS COOP FAMILIAS CARENTES JD SENICE UNID II IT;SAO MIGUEL;ITAIM PAULISTA;;RUA GERONIMO BARBOSA DA SILVA;140;JARDIM NAZARETH;08150590;61358322;;;Ativa;84;VILA CURUCA;8407;;;;;;;;;ASS COOP FAMILIAS CARENTES JD SENICE UNID II;2D;;;;;;;;;;;TN;;;;;;;;;;;-23518154;-46404056;CON;30/04/2017
MP;500392;MOVA;ASS TRAB ITAIM PAULISTA PQ PAULISTANO UNID II IT;SAO MIGUEL;ITAIM PAULISTA;;RUA LAGO MANDIORE;37;JARDIM CAMARGO;08121490;65614078;65851759;;Ativa;84;VILA CURUCA;8407;;;;;;;;;ASS TRAB ITAIM PAULISTA PQ PAULISTANO UNID II;2D;;;;;;;;;;;N;;;;;;;;;;;-23501927;-46381058;CON;30/04/2017
MP;500404;MOVA;ASS VOLUNTARIOS DO BRASIL UNID I MP;SAO MIGUEL;ITAIM PAULISTA;;RUA TACHA;129;VILA NOVA CURUCA;08032330;61351648;;;Ativa;84;VILA CURUCA;8401;;;;;;;;;ASS VOLUNTARIOS DO BRASIL UNID I IT;2D;;;;;;;;;;;N;;;;;;;;;;;-23516173;-46425086;CON;30/04/2017
MP;500405;MOVA;CONSELHO COM ED DISTRITO CURUCA E GDE LESTE UNID I IT;SAO MIGUEL;ITAIM PAULISTA;;RUA PEDRO MEIRA;500;VILA CURUCA;08030500;62973046;65464360;;Ativa;84;VILA CURUCA;8403;;;;;;;;;CONSELHO COM ED DISTRITO CURUCA E GDE LESTE U;2D;;;;;;;;;;;V;;;;;;;;;;;-23506817;-46421538;CON;30/04/2017
CS;500409;MOVA;ASSOCIACAO COMUNITARIA JD IDEAL UNID VIII;CAPELA DO SOCORRO;CAPELA DO SOCORRO;;RUA MANUEL DA MAIA;129;PARQUE AMERICA;04822120;59718623;;;Ativa;30;GRAJAU;3001;;;;;;;18/02/2002;;SOCIEDADE DE MORADORES DO JD IDEAL UNID VIII;2D;;;;;;;;;;;N;;;;;;;;;;;-23731960;-46691463;CON;30/04/2017
CS;500414;MOVA;ASSOCIACAO COMUNITARIA JARDIM IDEAL - UNID XIII CS;CAPELA DO SOCORRO;CAPELA DO SOCORRO;;ESTRADA DE LIGAÇÃO;61;PARQUE AMAZONAS;04890080;59718623;;;Ativa;30;GRAJAU;3011;;;;;;;16/05/2003;;SOCIEDADE DE MORADORES DO JD IDEAL UNID XIII;2D;;;;;;;;;;;N;;;;;;;;;;;-23836313;-46694741;CON;30/04/2017
CS;500432;MOVA;SOC MORAD JD IMBUIAS UNID II;CAPELA DO SOCORRO;CAPELA DO SOCORRO;;AVENIDA GONCALO DE PAIVA GOMES;143;JARDIM REPUBLICA;04812090;56616762;;;Ativa;23;CIDADE DUTRA;2304;;;;;;;14/01/2001;;CENTRO SOCIAL COMUNITARIO JD PRIMAVERA UNID V;2D;;;;;;;;;;;MT;;;;;;;;;;;-23714530;-46685757;CON;30/04/2017
CS;500433;MOVA;SOC MORAD JD IMBUIAS UNID I CS;CAPELA DO SOCORRO;CAPELA DO SOCORRO;;RUA GIOVANNI ROMANELLI;144;JARDIM DAS IMBUIAS;04829400;59715558;;;Ativa;23;CIDADE DUTRA;2308;;;;;;;12/06/2001;;;2D;;;;;;;;;;;N;;;;;;;;;;;-23732992;-46708073;CON;30/04/2017
CS;500451;MOVA;ASSOC CRIA ADOL JOVEM ICARAI UNID VI CS;CAPELA DO SOCORRO;CAPELA DO SOCORRO;;RUA DOUTOR VICENTE DE PAULO VICENTE DE AZEVEDO;4;PARQUE SANTA CECÍLIA;04832190;59287776;;;Ativa;23;CIDADE DUTRA;2308;;;;;;;26/03/2002;;;2D;;;;;;;;;;;V;;;;;;;;;;;-23737936;-46707268;CON;30/04/2017
MP;500458;MOVA;SOCIEDADE AMIGOS DE VILA MARA UNID I MP;SAO MIGUEL;SAO MIGUEL;;RUA SALVADOR FERNANDES CARDIA;1037;JARDIM HELENA;08081170;65817983;;;Ativa;44;JARDIM HELENA;4402;;;;;;;;;;3D;;;;;;;;;;;MIVN;;;;;;;;;;;-23482517;-46420280;CON;30/04/2017
CS;500464;MOVA;ASSOC COMUN CANTINHO DO CEU UNID II CS;CAPELA DO SOCORRO;CAPELA DO SOCORRO;;RUA FRANCISCO INÁCIO SOLANO;61;CANTINHO DO CÉU;04849501;59326264;;;Ativa;30;GRAJAU;3013;;;;;;;09/04/2008;;;2D;;;;;;;;;;;MTN;;;;;;;;;;;-23742612;-46661333;CON;30/04/2017
CS;500474;MOVA;ESPACO FORM ASSES E DOCUMENTACAO UNID VII CS;CAPELA DO SOCORRO;CAPELA DO SOCORRO;;RUA JOSE CANDIDO;474;PARQUE ALTO DO RIO BONITO;04823420;56665407;;;Ativa;23;CIDADE DUTRA;2306;;;;;;;24/07/2009;;;2D;;;;;;;;;;;N;;;;;;;;;;;-23723414;-46693625;CON;30/04/2017
MP;500499;MOVA;ASS COM FLORESTAN FERNANDES UNID VII MP;SAO MIGUEL;SAO MIGUEL;;RUA DOUTOR ALMIRO DOS REIS;33;JARDIM LAPENA;08071170;61524490;;;Ativa;74;SAO MIGUEL;7401;;;;;;;;;;2D;;;;;;;;;;;N;;;;;;;;;;;-23490047;-46447525;CON;30/04/2017
MP;500500;MOVA;ASS COM FLORESTAN FERNANDES UNID VIII MP;SAO MIGUEL;SAO MIGUEL;;RUA OLEGARIO MACIEL;212;JARDIM SAO CARLOS;08062320;61524490;;;Ativa;87;VILA JACUI;8705;;;;;;;;;;2D;;;;;;;;;;;TN;;;;;;;;;;;-23516378;-46474013;CON;30/04/2017
PE;500517;MOVA;GRUPO ORG EM DEFESA DA EDUC E CULTURA UNID II MP;PENHA;ERMELINO MATARAZZO;;RUA FELIPE JOSE DE FIGUEIREDO;107;VILA PARANAGUA;03807300;61319263;;;Criada;28;ERMELINO MATARAZZO;2803;;;;;;;;;GRUPO ORG EM DEFESA DA EDUC E CULTURA UNID II;;;;;;;;;;;;;;;;;;;;;;;-23501119;-46472131;CON;30/04/2017
FO;500522;MOVA;OBRAS SOCIAIS DE VISTA ALEGRE UNID I FO;FREGUESIA/BRASILANDIA;FREGUESIA/BRASILANDIA;;RUA NORTELANDIA;94;JARDIM VISTA ALEGRE;02878070;38516182;;;Ativa;11;BRASILANDIA;1104;;;;;;;;;;2D;;;;;;;;;;;N;;;;;;;;;;;-23451938;-46687298;CON;30/04/2017
MP;500525;MOVA;GRUPO ORG EM DEFESA DA EDUC E CULTURA UNID VI MP;SAO MIGUEL;SAO MIGUEL;;AVENIDA ANTONIO LOUZADA ANTUNES;43;JARDIM PEDRO JOSE NUNES;08061000;61319263;;;Ativa;87;VILA JACUI;8703;;;;;;;;;GRUPO ORG EM DEFESA DA EDUC E CULTURA UNID VI;2D;;;;;;;;;;;N;;;;;;;;;;;-23502590;-46466887;CON;30/04/2017
FO;500527;MOVA;OBRAS SOCIAIS DE VISTA ALEGRE UNID IV FO;FREGUESIA/BRASILANDIA;FREGUESIA/BRASILANDIA;;RUA RENDEIRA;950;JARDIM VISTA ALEGRE;02878160;38516182;;;Ativa;11;BRASILANDIA;1104;;;;;;;;;;2D;;;;;;;;;;;N;;;;;;;;;;;-23452173;-46685078;CON;30/04/2017
MP;500545;MOVA;ASS DOS TRAB DE ITAIM PTA E PQUE PAULISTANO UNID I MP;SAO MIGUEL;SAO MIGUEL;;RUA JOSE NUNES DOS SANTOS;1000;PARQUE PAULISTANO;08080600;65851759;;;Ativa;44;JARDIM HELENA;4402;;;;;;;;;ASS DOS TRAB DE ITAIM PTA E PQUE PAULISTANO U;2D;;;;;;;;;;;MTN;;;;;;;;;;;-23489900;-46427703;CON;30/04/2017
JT;500574;MOVA;ASS MORADORES ZONA NORTE UNID II JT;JACANA/TREMEMBE;JACANA/TREMEMBE;;RUA TERESA CARRERO;563;JARDIM JAÇANÃ;02328000;62417833;;;Ativa;81;TREMEMBE;8105;;;;;;;;;;2D;;;;;;;;;;;N;;;;;;;;;;;-23450693;-46586262;CON;30/04/2017
JT;500575;MOVA;ASS MORADORES ZONA NORTE UNID III JT;JACANA/TREMEMBE;JACANA/TREMEMBE;;RUA INÁCIO BECKE;3;ASSOCIAÇÃO SOBRADINHO;02361180;69938492;69938492;;Criada;81;TREMEMBE;8104;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-23436492;-46583352;CON;30/04/2017
JT;500577;MOVA;ASS MORADORES ZONA NORTE UNID IV JT;JACANA/TREMEMBE;JACANA/TREMEMBE;;TRAVESSA DA FELICIDADE;1;JARDIM PORTAL I E II;02327070;;;;Ativa;81;TREMEMBE;8104;;;;;;;;;;2D;;;;;;;;;;;N;;;;;;;;;;;-23442906;-46576318;CON;30/04/2017
JT;500578;MOVA;ASS MORADORES ZONA NORTE UNID V JT;JACANA/TREMEMBE;JACANA/TREMEMBE;;RUA CLÓVIS SALGADO;190;JARDIM DAS PEDRAS;02367000;69952611;;;Ativa;81;TREMEMBE;8103;;;;;;;;;;2D;;;;;;;;;;;N;;;;;;;;;;;-23419801;-46589408;CON;30/04/2017
FO;500586;MOVA;CENTRO COM NOSSA SENHORA APARECIDA UNID II CV;FREGUESIA/BRASILANDIA;CASA VERDE/CACHOEIRINHA;;RUA CONDESSA AMALIA MATARAZZO;13;JARDIM PERI;02652000;;;;Ativa;13;CACHOEIRINHA;1302;;;;;;;;;;2D;;;;;;;;;;;N;;;;;;;;;;;-23462675;-46653871;CON;30/04/2017
FO;500587;MOVA;CENTRO COM NOSSA SENHORA APARECIDA UNID III CV;FREGUESIA/BRASILANDIA;CASA VERDE/CACHOEIRINHA;;RUA GINALDO WILLIS GALDINO;34;JARDIM ANTARTICA;02652190;;;;Ativa;13;CACHOEIRINHA;1302;;;;;;;;;CENTRO COM NOSSA SENHORA APARECIDA UNID III C;2D;;;;;;;;;;;N;;;;;;;;;;;-23547384;-46682747;CON;30/04/2017
